,;: Restarting fuzzing
6,27055,2458834759,-;device lo left promiscuous mode
6,27056,2458847140,-;device lo entered promiscuous mode
6,27057,2458853506,-;device lo left promiscuous mode
6,27058,2458858252,-;device lo entered promiscuous mode
6,27059,2458861055,-;device lo left promiscuous mode
6,27060,2458866313,-;device lo entered promiscuous mode
6,27061,2458866860,-;device lo left promiscuous mode
6,27062,2458874258,-;device lo entered promiscuous mode
6,27063,2458898641,-;device lo left promiscuous mode
6,27064,2458907401,-;device lo entered promiscuous mode
6,27065,2458907981,-;device lo left promiscuous mode
6,27066,2458912145,-;device lo entered promiscuous mode
6,27067,2458915222,-;device lo left promiscuous mode
6,27068,2458916730,-;device lo entered promiscuous mode
6,27069,2458917312,-;device lo left promiscuous mode
6,27070,2458924276,-;device lo entered promiscuous mode
6,27071,2458924948,-;device lo left promiscuous mode
6,27072,2458982840,-;device lo entered promiscuous mode
6,27073,2458983366,-;device lo left promiscuous mode
6,27074,2458986975,-;device lo entered promiscuous mode
6,27075,2459013423,-;device lo left promiscuous mode
6,27076,2459015984,-;device lo entered promiscuous mode
6,27077,2459016486,-;device lo left promiscuous mode
6,27078,2459029264,-;device lo entered promiscuous mode
6,27079,2459065212,-;device lo left promiscuous mode
6,27080,2459080157,-;device lo entered promiscuous mode
6,27081,2459080885,-;device lo left promiscuous mode
6,27082,2459100737,-;device lo entered promiscuous mode
6,27083,2459107886,-;device lo left promiscuous mode
6,27084,2459112129,-;device lo entered promiscuous mode
6,27085,2459112860,-;device lo left promiscuous mode
6,27086,2459117723,-;device lo entered promiscuous mode
6,27087,2459119541,-;device lo left promiscuous mode
6,27088,2459131250,-;device lo entered promiscuous mode
6,27089,2459188038,-;device lo left promiscuous mode
6,27090,2459194389,-;device lo entered promiscuous mode
6,27091,2459194865,-;device lo left promiscuous mode
6,27092,2459201844,-;device lo entered promiscuous mode
6,27093,2459203584,-;device lo left promiscuous mode
6,27094,2459208260,-;device lo entered promiscuous mode
6,27095,2459208830,-;device lo left promiscuous mode
6,27096,2459212501,-;device lo entered promiscuous mode
6,27097,2459231731,-;device lo left promiscuous mode
6,27098,2459239198,-;device lo entered promiscuous mode
6,27099,2459239797,-;device lo left promiscuous mode
6,27100,2459242224,-;device lo entered promiscuous mode
6,27101,2459242749,-;device lo left promiscuous mode
6,27102,2459244723,-;device lo entered promiscuous mode
6,27103,2459248587,-;device lo left promiscuous mode
6,27104,2459262308,-;device lo entered promiscuous mode
6,27105,2459262830,-;device lo left promiscuous mode
6,27106,2459266503,-;device lo entered promiscuous mode
6,27107,2459267770,-;device lo left promiscuous mode
6,27108,2459275932,-;device lo entered promiscuous mode
6,27109,2459277883,-;device lo left promiscuous mode
6,27110,2459283095,-;device lo entered promiscuous mode
6,27111,2459283707,-;device lo left promiscuous mode
6,27112,2459287391,-;device lo entered promiscuous mode
6,27113,2459313450,-;device lo left promiscuous mode
6,27114,2459317043,-;device lo entered promiscuous mode
6,27115,2459374601,-;device lo left promiscuous mode
6,27116,2459377366,-;device lo entered promiscuous mode
6,27117,2459380014,-;device lo left promiscuous mode
6,27118,2459387145,-;device lo entered promiscuous mode
6,27119,2459389131,-;device lo left promiscuous mode
6,27120,2459394026,-;device lo entered promiscuous mode
6,27121,2459397097,-;device lo left promiscuous mode
6,27122,2459401338,-;device lo entered promiscuous mode
6,27123,2459414397,-;device lo left promiscuous mode
6,27124,2459422847,-;device lo entered promiscuous mode
6,27125,2459430478,-;device lo left promiscuous mode
6,27126,2459434581,-;device lo entered promiscuous mode
6,27127,2459440021,-;device lo left promiscuous mode
6,27128,2459441304,-;device lo entered promiscuous mode
6,27129,2459451110,-;device lo left promiscuous mode
6,27130,2459471595,-;device lo entered promiscuous mode
6,27131,2459481621,-;device lo left promiscuous mode
6,27132,2459489514,-;device lo entered promiscuous mode
6,27133,2459506526,-;device lo left promiscuous mode
6,27134,2459511648,-;device lo entered promiscuous mode
6,27135,2459517169,-;device lo left promiscuous mode
6,27136,2459518438,-;device lo entered promiscuous mode
6,27137,2459519077,-;device lo left promiscuous mode
6,27138,2459524631,-;device lo entered promiscuous mode
6,27139,2459533698,-;device lo left promiscuous mode
6,27140,2459595203,-;device lo entered promiscuous mode
6,27141,2459608851,-;device lo left promiscuous mode
6,27142,2459612373,-;device lo entered promiscuous mode
6,27143,2459621254,-;device lo left promiscuous mode
6,27144,2459622815,-;device lo entered promiscuous mode
6,27145,2459623591,-;device lo left promiscuous mode
6,27146,2459625905,-;device lo entered promiscuous mode
6,27147,2459703346,-;device lo left promiscuous mode
6,27148,2459713832,-;device lo entered promiscuous mode
6,27149,2459738336,-;device lo left promiscuous mode
6,27150,2459798881,-;device lo entered promiscuous mode
6,27151,2459806599,-;device lo left promiscuous mode
6,27152,2459826289,-;device lo entered promiscuous mode
6,27153,2459878925,-;device lo left promiscuous mode
6,27154,2459880841,-;device lo entered promiscuous mode
6,27155,2459992827,-;device lo left promiscuous mode
6,27156,2459995425,-;device lo entered promiscuous mode
6,27157,2459996807,-;device lo left promiscuous mode
6,27158,2460012330,-;device lo entered promiscuous mode
6,27159,2460012876,-;device lo left promiscuous mode
6,27160,2460015128,-;device lo entered promiscuous mode
6,27161,2460030752,-;device lo left promiscuous mode
6,27162,2460035775,-;device lo entered promiscuous mode
6,27163,2460057372,-;device lo left promiscuous mode
6,27164,2460065240,-;device lo entered promiscuous mode
6,27165,2460069104,-;device lo left promiscuous mode
6,27166,2460087211,-;device lo entered promiscuous mode
6,27167,2460087993,-;device lo left promiscuous mode
6,27168,2460097323,-;device lo entered promiscuous mode
6,27169,2460116683,-;device lo left promiscuous mode
6,27170,2460125566,-;device lo entered promiscuous mode
6,27171,2460126101,-;device lo left promiscuous mode
6,27172,2460128071,-;device lo entered promiscuous mode
6,27173,2460148054,-;device lo left promiscuous mode
6,27174,2460154259,-;device lo entered promiscuous mode
6,27175,2460158363,-;device lo left promiscuous mode
6,27176,2460165690,-;device lo entered promiscuous mode
6,27177,2460207889,-;device lo left promiscuous mode
6,27178,2460239742,-;device lo entered promiscuous mode
6,27179,2460242788,-;device lo left promiscuous mode
6,27180,2460245307,-;device lo entered promiscuous mode
6,27181,2460246030,-;device lo left promiscuous mode
6,27182,2460248527,-;device lo entered promiscuous mode
6,27183,2460249252,-;device lo left promiscuous mode
6,27184,2460266223,-;device lo entered promiscuous mode
6,27185,2460271297,-;device lo left promiscuous mode
6,27186,2460273344,-;device lo entered promiscuous mode
6,27187,2460274074,-;device lo left promiscuous mode
6,27188,2460290706,-;device lo entered promiscuous mode
6,27189,2460295180,-;device lo left promiscuous mode
6,27190,2460297802,-;device lo entered promiscuous mode
6,27191,2460308212,-;device lo left promiscuous mode
6,27192,2460331333,-;device lo entered promiscuous mode
6,27193,2460332040,-;device lo left promiscuous mode
6,27194,2460336392,-;device lo entered promiscuous mode
6,27195,2460347673,-;device lo left promiscuous mode
6,27196,2460351199,-;device lo entered promiscuous mode
6,27197,2460363192,-;device lo left promiscuous mode
6,27198,2460365982,-;device lo entered promiscuous mode
6,27199,2460370279,-;device lo left promiscuous mode
6,27200,2460409686,-;device lo entered promiscuous mode
6,27201,2460432358,-;device lo left promiscuous mode
6,27202,2460441095,-;device lo entered promiscuous mode
6,27203,2460447463,-;device lo left promiscuous mode
6,27204,2460449597,-;device lo entered promiscuous mode
6,27205,2460453713,-;device lo left promiscuous mode
6,27206,2460473278,-;device lo entered promiscuous mode
6,27207,2460512017,-;device lo left promiscuous mode
6,27208,2460517472,-;device lo entered promiscuous mode
6,27209,2460572350,-;device lo left promiscuous mode
6,27210,2460587161,-;device lo entered promiscuous mode
6,27211,2460666507,-;device lo left promiscuous mode
6,27212,2460670775,-;device lo entered promiscuous mode
6,27213,2460677528,-;device lo left promiscuous mode
6,27214,2460687201,-;device lo entered promiscuous mode
6,27215,2460695873,-;device lo left promiscuous mode
6,27216,2460698413,-;device lo entered promiscuous mode
6,27217,2460716626,-;device lo left promiscuous mode
6,27218,2460721582,-;device lo entered promiscuous mode
6,27219,2460729406,-;device lo left promiscuous mode
6,27220,2460734532,-;device lo entered promiscuous mode
6,27221,2460738000,-;device lo left promiscuous mode
6,27222,2460750119,-;device lo entered promiscuous mode
6,27223,2460750736,-;device lo left promiscuous mode
6,27224,2460764317,-;device lo entered promiscuous mode
6,27225,2460767407,-;device lo left promiscuous mode
6,27226,2460771092,-;device lo entered promiscuous mode
6,27227,2460777489,-;device lo left promiscuous mode
6,27228,2460780473,-;device lo entered promiscuous mode
6,27229,2460781003,-;device lo left promiscuous mode
6,27230,2460782746,-;device lo entered promiscuous mode
6,27231,2460783416,-;device lo left promiscuous mode
6,27232,2460789004,-;device lo entered promiscuous mode
6,27233,2460828885,-;device lo left promiscuous mode
6,27234,2460833290,-;device lo entered promiscuous mode
6,27235,2460833777,-;device lo left promiscuous mode
6,27236,2460841822,-;device lo entered promiscuous mode
6,27237,2460842361,-;device lo left promiscuous mode
6,27238,2460860955,-;device lo entered promiscuous mode
6,27239,2460869474,-;device lo left promiscuous mode
6,27240,2460870636,-;device lo entered promiscuous mode
6,27241,2460871124,-;device lo left promiscuous mode
6,27242,2460874010,-;device lo entered promiscuous mode
6,27243,2460875298,-;device lo left promiscuous mode
6,27244,2460883791,-;device lo entered promiscuous mode
6,27245,2460886890,-;device lo left promiscuous mode
6,27246,2460890896,-;device lo entered promiscuous mode
6,27247,2460892409,-;device lo left promiscuous mode
6,27248,2460907926,-;device lo entered promiscuous mode
6,27249,2460912451,-;device lo left promiscuous mode
6,27250,2460929251,-;device lo entered promiscuous mode
6,27251,2460929771,-;device lo left promiscuous mode
6,27252,2460936046,-;device lo entered promiscuous mode
6,27253,2460936622,-;device lo left promiscuous mode
6,27254,2460943234,-;device lo entered promiscuous mode
6,27255,2460943770,-;device lo left promiscuous mode
6,27256,2460945584,-;device lo entered promiscuous mode
6,27257,2460946143,-;device lo left promiscuous mode
6,27258,2460947434,-;device lo entered promiscuous mode
6,27259,2460967233,-;device lo left promiscuous mode
6,27260,2460974534,-;device lo entered promiscuous mode
6,27261,2460979231,-;device lo left promiscuous mode
6,27262,2461024036,-;device lo entered promiscuous mode
6,27263,2461036930,-;device lo left promiscuous mode
6,27264,2461040651,-;device lo entered promiscuous mode
6,27265,2461095930,-;device lo left promiscuous mode
6,27266,2461097756,-;device lo entered promiscuous mode
6,27267,2461098267,-;device lo left promiscuous mode
6,27268,2461099880,-;device lo entered promiscuous mode
6,27269,2461100370,-;device lo left promiscuous mode
6,27270,2461106214,-;device lo entered promiscuous mode
6,27271,2461115536,-;device lo left promiscuous mode
6,27272,2461126334,-;device lo entered promiscuous mode
6,27273,2461135754,-;device lo left promiscuous mode
6,27274,2461138007,-;device lo entered promiscuous mode
6,27275,2461155565,-;device lo left promiscuous mode
6,27276,2461162201,-;device lo entered promiscuous mode
6,27277,2461169635,-;device lo left promiscuous mode
6,27278,2461172380,-;device lo entered promiscuous mode
6,27279,2461248574,-;device lo left promiscuous mode
6,27280,2461251676,-;device lo entered promiscuous mode
6,27281,2461252214,-;device lo left promiscuous mode
6,27282,2461278940,-;device lo entered promiscuous mode
6,27283,2461287000,-;device lo left promiscuous mode
6,27284,2461293768,-;device lo entered promiscuous mode
6,27285,2461294452,-;device lo left promiscuous mode
6,27286,2461296433,-;device lo entered promiscuous mode
6,27287,2461315634,-;device lo left promiscuous mode
6,27288,2461321703,-;device lo entered promiscuous mode
6,27289,2461322449,-;device lo left promiscuous mode
6,27290,2461340934,-;device lo entered promiscuous mode
6,27291,2461349909,-;device lo left promiscuous mode
6,27292,2461361563,-;device lo entered promiscuous mode
6,27293,2461364008,-;device lo left promiscuous mode
6,27294,2461367103,-;device lo entered promiscuous mode
6,27295,2461372430,-;device lo left promiscuous mode
6,27296,2461381542,-;device lo entered promiscuous mode
6,27297,2461386268,-;device lo left promiscuous mode
6,27298,2461390808,-;device lo entered promiscuous mode
6,27299,2461394884,-;device lo left promiscuous mode
6,27300,2461397475,-;device lo entered promiscuous mode
6,27301,2461442931,-;device lo left promiscuous mode
6,27302,2461453371,-;device lo entered promiscuous mode
4,27303,2461453864,-;__nla_validate_parse: 11 callbacks suppressed
4,27304,2461453866,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
6,27305,2461459445,-;device lo left promiscuous mode
6,27306,2461465200,-;device lo entered promiscuous mode
6,27307,2461478438,-;device lo left promiscuous mode
6,27308,2461483296,-;device lo entered promiscuous mode
6,27309,2461483851,-;device lo left promiscuous mode
6,27310,2461485162,-;device lo entered promiscuous mode
4,27311,2461499258,-;netlink: 32 bytes leftover after parsing attributes in process `fuzznetlink'.
6,27312,2461512999,-;device lo left promiscuous mode
6,27313,2461514212,-;device lo entered promiscuous mode
6,27314,2461514844,-;device lo left promiscuous mode
6,27315,2461532574,-;device lo entered promiscuous mode
6,27316,2461540331,-;device lo left promiscuous mode
6,27317,2461542242,-;device lo entered promiscuous mode
4,27318,2461544380,-;netlink: 12 bytes leftover after parsing attributes in process `fuzznetlink'.
6,27319,2461553239,-;device lo left promiscuous mode
6,27320,2461555788,-;device lo entered promiscuous mode
6,27321,2461683361,-;device lo left promiscuous mode
6,27322,2461691073,-;device lo entered promiscuous mode
6,27323,2461699516,-;device lo left promiscuous mode
6,27324,2461708214,-;device lo entered promiscuous mode
6,27325,2461708760,-;device lo left promiscuous mode
6,27326,2461714032,-;device lo entered promiscuous mode
6,27327,2461715597,-;device lo left promiscuous mode
6,27328,2461727574,-;device lo entered promiscuous mode
6,27329,2461728250,-;device lo left promiscuous mode
6,27330,2461742854,-;device lo entered promiscuous mode
6,27331,2461743437,-;device lo left promiscuous mode
6,27332,2461752929,-;device lo entered promiscuous mode
6,27333,2461753565,-;device lo left promiscuous mode
6,27334,2461774077,-;device lo entered promiscuous mode
6,27335,2461808776,-;device lo left promiscuous mode
6,27336,2461810094,-;device lo entered promiscuous mode
6,27337,2461823367,-;device lo left promiscuous mode
6,27338,2461862565,-;device lo entered promiscuous mode
6,27339,2461863073,-;device lo left promiscuous mode
6,27340,2461866972,-;device lo entered promiscuous mode
6,27341,2461867459,-;device lo left promiscuous mode
6,27342,2461902549,-;device lo entered promiscuous mode
6,27343,2461911666,-;device lo left promiscuous mode
6,27344,2461928262,-;device lo entered promiscuous mode
6,27345,2461932058,-;device lo left promiscuous mode
6,27346,2461959036,-;device lo entered promiscuous mode
6,27347,2461959665,-;device lo left promiscuous mode
6,27348,2461995575,-;device lo entered promiscuous mode
6,27349,2462032369,-;device lo left promiscuous mode
6,27350,2462035195,-;device lo entered promiscuous mode
6,27351,2462035957,-;device lo left promiscuous mode
6,27352,2462071431,-;device lo entered promiscuous mode
6,27353,2462072180,-;device lo left promiscuous mode
6,27354,2462083586,-;device lo entered promiscuous mode
6,27355,2462089157,-;device lo left promiscuous mode
6,27356,2462095655,-;device lo entered promiscuous mode
6,27357,2462096284,-;device lo left promiscuous mode
6,27358,2462099182,-;device lo entered promiscuous mode
4,27359,2462143301,-;netlink: 3 bytes leftover after parsing attributes in process `fuzznetlink'.
6,27360,2462169974,-;device lo left promiscuous mode
6,27361,2462172372,-;device lo entered promiscuous mode
6,27362,2462190007,-;device lo left promiscuous mode
6,27363,2462198873,-;device lo entered promiscuous mode
6,27364,2462226102,-;device lo left promiscuous mode
6,27365,2462232381,-;device lo entered promiscuous mode
4,27366,2462287152,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
6,27367,2462288243,-;device lo left promiscuous mode
6,27368,2462291714,-;device lo entered promiscuous mode
6,27369,2462294317,-;device lo left promiscuous mode
6,27370,2462297015,-;device lo entered promiscuous mode
6,27371,2462297518,-;device lo left promiscuous mode
6,27372,2462298741,-;device lo entered promiscuous mode
6,27373,2462313728,-;device lo left promiscuous mode
6,27374,2462324312,-;device lo entered promiscuous mode
6,27375,2462324884,-;device lo left promiscuous mode
6,27376,2462326899,-;device lo entered promiscuous mode
6,27377,2462331652,-;device lo left promiscuous mode
4,27378,2462344807,-;netlink: 96 bytes leftover after parsing attributes in process `fuzznetlink'.
6,27379,2462349440,-;device lo entered promiscuous mode
6,27380,2462358922,-;device lo left promiscuous mode
6,27381,2462361481,-;device lo entered promiscuous mode
6,27382,2462368112,-;device lo left promiscuous mode
6,27383,2462378920,-;device lo entered promiscuous mode
6,27384,2462379707,-;device lo left promiscuous mode
6,27385,2462382603,-;device lo entered promiscuous mode
6,27386,2462408606,-;device lo left promiscuous mode
6,27387,2462417116,-;device lo entered promiscuous mode
6,27388,2462420501,-;device lo left promiscuous mode
6,27389,2462424450,-;device lo entered promiscuous mode
6,27390,2462427644,-;device lo left promiscuous mode
6,27391,2462432090,-;device lo entered promiscuous mode
4,27392,2462548535,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27393,2462550801,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27394,2462578497,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27395,2463014320,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27396,2467193757,-;__nla_validate_parse: 22 callbacks suppressed
4,27397,2467193759,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27398,2467201397,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27399,2467208307,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27400,2469490926,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27401,2469492831,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27402,2469494958,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27403,2469803146,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27404,2469805897,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27405,2469810786,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27406,2469814413,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27407,2472910758,-;__nla_validate_parse: 52 callbacks suppressed
4,27408,2472910761,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27409,2472915465,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27410,2472922218,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27411,2472923773,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27412,2472925354,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27413,2472926751,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27414,2472928199,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27415,2472929900,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27416,2472931755,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27417,2472933466,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27418,2479581744,-;__nla_validate_parse: 28 callbacks suppressed
4,27419,2479581746,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27420,2479848645,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27421,2479969413,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27422,2480325023,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27423,2480377388,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27424,2480915047,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27425,2480921827,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27426,2481106961,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27427,2481133674,-;netlink: 4 bytes leftover after parsing attributes in process `fuzznetlink'.
6,27428,2481207425,-;device lo left promiscuous mode
4,27429,2481290806,-;netlink: 16 bytes leftover after parsing attributes in process `fuzznetlink'.
6,27430,2481672376,-;device lo entered promiscuous mode
6,27431,2481673055,-;device lo left promiscuous mode
6,27432,2482011143,-;device lo entered promiscuous mode
6,27433,2482013183,-;device lo left promiscuous mode
6,27434,2482500160,-;device sit0 left promiscuous mode
6,27435,2482545831,-;device lo entered promiscuous mode
6,27436,2482546871,-;device lo left promiscuous mode
6,27437,2482550566,-;device lo entered promiscuous mode
6,27438,2482551715,-;device lo left promiscuous mode
6,27439,2483159247,-;device lo entered promiscuous mode
6,27440,2483160946,-;device lo left promiscuous mode
6,27441,2483161682,-;device lo entered promiscuous mode
6,27442,2483163365,-;device lo left promiscuous mode
6,27443,2483593495,-;device lo entered promiscuous mode
6,27444,2483594254,-;device lo left promiscuous mode
6,27445,2483595908,-;device lo entered promiscuous mode
6,27446,2483596800,-;device lo left promiscuous mode
6,27447,2483598867,-;device lo entered promiscuous mode
6,27448,2483599559,-;device lo left promiscuous mode
6,27449,2483601116,-;device lo entered promiscuous mode
6,27450,2483601847,-;device lo left promiscuous mode
6,27451,2483897917,-;device lo entered promiscuous mode
6,27452,2483899387,-;device lo left promiscuous mode
6,27453,2483900033,-;device lo entered promiscuous mode
6,27454,2483901883,-;device lo left promiscuous mode
6,27455,2483902691,-;device lo entered promiscuous mode
6,27456,2483904415,-;device lo left promiscuous mode
6,27457,2483905218,-;device lo entered promiscuous mode
6,27458,2483906970,-;device lo left promiscuous mode
6,27459,2484076832,-;device lo entered promiscuous mode
6,27460,2484077514,-;device lo left promiscuous mode
6,27461,2484111006,-;device lo entered promiscuous mode
6,27462,2484112372,-;device lo left promiscuous mode
6,27463,2484173620,-;device lo entered promiscuous mode
6,27464,2484174065,-;device lo left promiscuous mode
6,27465,2484175248,-;device lo entered promiscuous mode
6,27466,2484175911,-;device lo left promiscuous mode
6,27467,2484206968,-;device lo entered promiscuous mode
6,27468,2484208126,-;device lo left promiscuous mode
6,27469,2484208525,-;device lo entered promiscuous mode
6,27470,2484209900,-;device lo left promiscuous mode
6,27471,2484245030,-;device lo entered promiscuous mode
6,27472,2484245467,-;device lo left promiscuous mode
6,27473,2484246808,-;device lo entered promiscuous mode
6,27474,2484247232,-;device lo left promiscuous mode
6,27475,2484274887,-;device lo entered promiscuous mode
6,27476,2484276054,-;device lo left promiscuous mode
6,27477,2484276465,-;device lo entered promiscuous mode
6,27478,2484277623,-;device lo left promiscuous mode
4,27479,2484674599,-;__nla_validate_parse: 17 callbacks suppressed
4,27480,2484674601,-;netlink: 5 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27481,2484678688,-;netlink: 7 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27482,2484681853,-;netlink: 9 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27483,2484684406,-;netlink: 10 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27484,2484686681,-;netlink: 11 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27485,2484689453,-;netlink: 13 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27486,2484692341,-;netlink: 14 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27487,2484695191,-;netlink: 17 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27488,2484697771,-;netlink: 18 bytes leftover after parsing attributes in process `fuzznetlink'.
4,27489,2484700475,-;netlink: 19 bytes leftover after parsing attributes in process `fuzznetlink'.
6,27490,2486122128,-;device lo entered promiscuous mode
6,27491,2486122827,-;device lo left promiscuous mode
6,27492,2486124727,-;device lo entered promiscuous mode
6,27493,2486125409,-;device lo left promiscuous mode
6,27494,2486128444,-;device lo entered promiscuous mode
6,27495,2486129119,-;device lo left promiscuous mode
6,27496,2486130799,-;device lo entered promiscuous mode
6,27497,2486131429,-;device lo left promiscuous mode
6,27498,2486134181,-;device lo entered promiscuous mode
6,27499,2486134777,-;device lo left promiscuous mode
6,27500,2486136532,-;device lo entered promiscuous mode
6,27501,2486137161,-;device lo left promiscuous mode
6,27502,2486138927,-;device lo entered promiscuous mode
6,27503,2486139538,-;device lo left promiscuous mode
6,27504,2486140829,-;device lo entered promiscuous mode
6,27505,2486141436,-;device lo left promiscuous mode
6,27506,2486145345,-;device lo entered promiscuous mode
6,27507,2486145954,-;device lo left promiscuous mode
6,27508,2486147545,-;device lo entered promiscuous mode
6,27509,2486148154,-;device lo left promiscuous mode
6,27510,2486150886,-;device lo entered promiscuous mode
6,27511,2486151612,-;device lo left promiscuous mode
6,27512,2486155310,-;device lo entered promiscuous mode
6,27513,2486155925,-;device lo left promiscuous mode
6,27514,2486157613,-;device lo entered promiscuous mode
6,27515,2486158248,-;device lo left promiscuous mode
6,27516,2486160779,-;device lo entered promiscuous mode
6,27517,2486161410,-;device lo left promiscuous mode
6,27518,2486163276,-;device lo entered promiscuous mode
6,27519,2486163915,-;device lo left promiscuous mode
6,27520,2486168259,-;device lo entered promiscuous mode
6,27521,2486168936,-;device lo left promiscuous mode
6,27522,2486170419,-;device lo entered promiscuous mode
6,27523,2486171121,-;device lo left promiscuous mode
6,27524,2486174650,-;device lo entered promiscuous mode
6,27525,2486175272,-;device lo left promiscuous mode
6,27526,2486176599,-;device lo entered promiscuous mode
6,27527,2486177227,-;device lo left promiscuous mode
6,27528,2486181697,-;device lo entered promiscuous mode
6,27529,2486182465,-;device lo left promiscuous mode
6,27530,2486184330,-;device lo entered promiscuous mode
6,27531,2486185047,-;device lo left promiscuous mode
6,27532,2486188384,-;device lo entered promiscuous mode
6,27533,2486189047,-;device lo left promiscuous mode
6,27534,2486190576,-;device lo entered promiscuous mode
6,27535,2486191258,-;device lo left promiscuous mode
6,27536,2486195171,-;device lo entered promiscuous mode
6,27537,2486195904,-;device lo left promiscuous mode
6,27538,2486197573,-;device lo entered promiscuous mode
6,27539,2486198201,-;device lo left promiscuous mode
6,27540,2486201781,-;device lo entered promiscuous mode
6,27541,2486202431,-;device lo left promiscuous mode
6,27542,2486203994,-;device lo entered promiscuous mode
6,27543,2486204683,-;device lo left promiscuous mode
6,27544,2486207607,-;device lo entered promiscuous mode
6,27545,2486208424,-;device lo left promiscuous mode
6,27546,2486210278,-;device lo entered promiscuous mode
6,27547,2486210942,-;device lo left promiscuous mode
6,27548,2486212571,-;device lo entered promiscuous mode
6,27549,2486213247,-;device lo left promiscuous mode
6,27550,2486214977,-;device lo entered promiscuous mode
6,27551,2486215592,-;device lo left promiscuous mode
6,27552,2486219560,-;device lo entered promiscuous mode
6,27553,2486220167,-;device lo left promiscuous mode
6,27554,2486221633,-;device lo entered promiscuous mode
6,27555,2486222260,-;device lo left promiscuous mode
6,27556,2488478592,-;device lo entered promiscuous mode
6,27557,2488480197,-;device lo left promiscuous mode
6,27558,2488482339,-;device lo entered promiscuous mode
6,27559,2488483998,-;device lo left promiscuous mode
6,27560,2488484795,-;device lo entered promiscuous mode
6,27561,2488486518,-;device lo left promiscuous mode
6,27562,2488488752,-;device lo entered promiscuous mode
6,27563,2488490431,-;device lo left promiscuous mode
6,27564,2488491121,-;device lo entered promiscuous mode
6,27565,2488492830,-;device lo left promiscuous mode
6,27566,2488495079,-;device lo entered promiscuous mode
6,27567,2488496746,-;device lo left promiscuous mode
6,27568,2488497458,-;device lo entered promiscuous mode
6,27569,2488499373,-;device lo left promiscuous mode
6,27570,2488503251,-;device lo entered promiscuous mode
6,27571,2488505218,-;device lo left promiscuous mode
6,27572,2488506025,-;device lo entered promiscuous mode
6,27573,2488508149,-;device lo left promiscuous mode
6,27574,2488510512,-;device lo entered promiscuous mode
6,27575,2488512205,-;device lo left promiscuous mode
6,27576,2488512996,-;device lo entered promiscuous mode
6,27577,2488515014,-;device lo left promiscuous mode
6,27578,2488518780,-;device lo entered promiscuous mode
6,27579,2488520574,-;device lo left promiscuous mode
6,27580,2488521364,-;device lo entered promiscuous mode
6,27581,2488523361,-;device lo left promiscuous mode
